0.04962861,0.9503714,1.0,0.0
0.06398885,0.9360112,1.0,0.0
0.18723807,0.81276196,1.0,0.0
0.040200878,0.9597991,1.0,0.0
0.12333042,0.87666965,1.0,0.0
0.03834471,0.9616553,1.0,0.0
0.058291595,0.94170845,1.0,0.0
0.06991009,0.9300899,1.0,0.0
0.22188812,0.7781119,1.0,0.0
0.99097216,0.009027796,1.0,0.0
0.92407644,0.075923525,1.0,0.0
0.98055434,0.019445715,1.0,0.0
0.97272474,0.027275234,1.0,0.0
0.9616679,0.038332097,1.0,0.0
0.4715485,0.52845144,1.0,0.0
0.9642468,0.03575319,1.0,0.0
0.40612343,0.59387654,1.0,0.0
0.9795832,0.020416778,1.0,0.0
0.84648204,0.15351798,1.0,0.0
0.4022644,0.5977356,1.0,0.0
0.9655537,0.03444629,1.0,0.0
0.2685964,0.7314036,1.0,0.0
0.21220657,0.78779346,1.0,0.0
0.23938034,0.76061964,1.0,0.0
0.29637995,0.70362,1.0,0.0
0.1718305,0.82816947,1.0,0.0
0.9035145,0.09648556,1.0,0.0
0.1652319,0.8347681,1.0,0.0
0.22463201,0.77536803,1.0,0.0
0.19402194,0.8059781,1.0,0.0
0.24072815,0.75927186,1.0,0.0
0.73382664,0.26617336,1.0,0.0
0.72776777,0.2722322,1.0,0.0
0.15465672,0.84534323,1.0,0.0
0.88133746,0.1186625,1.0,0.0
0.14404404,0.85595596,1.0,0.0
0.7842854,0.21571459,1.0,0.0
0.8911305,0.10886953,1.0,0.0
0.14651151,0.8534885,1.0,0.0
0.59952724,0.4004728,1.0,0.0
0.13808131,0.8619187,1.0,0.0
0.14806622,0.85193384,1.0,0.0
0.13258165,0.8674184,1.0,0.0
0.21481122,0.78518873,1.0,0.0
0.15442279,0.84557724,1.0,0.0
0.08958709,0.9104129,1.0,0.0
0.1290015,0.87099844,1.0,0.0
0.14629987,0.85370016,1.0,0.0
0.20911975,0.7908802,1.0,0.0
0.1676444,0.8323556,1.0,0.0
0.17673147,0.82326853,1.0,0.0
0.08416851,0.9158315,1.0,0.0
0.154236,0.845764,1.0,0.0
0.12840645,0.8715935,1.0,0.0
0.11759549,0.88240457,1.0,0.0
0.32062808,0.6793719,1.0,0.0
0.77616584,0.2238342,1.0,0.0
0.68519443,0.3148056,1.0,0.0
0.6207017,0.37929836,1.0,0.0
0.59794945,0.40205058,1.0,0.0
0.8420004,0.15799953,1.0,0.0
0.98012596,0.019874047,1.0,0.0
0.25826445,0.7417356,1.0,0.0
0.84902364,0.15097643,1.0,0.0
0.35759068,0.6424093,1.0,0.0
0.87003356,0.12996636,1.0,0.0
0.5735345,0.42646548,1.0,0.0
0.47694683,0.52305317,1.0,0.0
0.95230293,0.04769709,1.0,0.0
0.93871766,0.061282374,1.0,0.0
0.97833955,0.021660434,1.0,0.0
0.40558487,0.5944151,1.0,0.0
0.95435363,0.04564643,1.0,0.0
0.979417,0.020583,1.0,0.0
0.9775004,0.022499599,1.0,0.0
0.49331337,0.5066866,1.0,0.0
0.59389585,0.40610415,1.0,0.0
0.96471125,0.035288777,1.0,0.0
0.9586998,0.041300133,1.0,0.0
0.3665051,0.6334949,1.0,0.0
0.3132402,0.68675977,1.0,0.0
0.20138328,0.79861677,1.0,0.0
0.3387463,0.66125375,1.0,0.0
0.98746103,0.012538981,1.0,0.0
0.83230937,0.16769066,1.0,0.0
0.4450796,0.55492043,1.0,0.0
0.8591883,0.14081168,1.0,0.0
0.44467095,0.5553291,1.0,0.0
0.7499236,0.25007635,1.0,0.0
0.97245526,0.027544744,1.0,0.0
0.92253923,0.077460766,1.0,0.0
0.7944114,0.20558864,1.0,0.0
0.83137757,0.16862237,1.0,0.0
0.90159416,0.0984058,1.0,0.0
0.12767893,0.872321,1.0,0.0
0.8727417,0.12725836,1.0,0.0
0.40794885,0.59205115,1.0,0.0
0.16215582,0.83784413,1.0,0.0
0.9806811,0.019318935,1.0,0.0
0.9834873,0.01651269,1.0,0.0
0.4442108,0.5557892,1.0,0.0
0.27606407,0.72393596,1.0,0.0
0.9184266,0.08157339,1.0,0.0
0.65198207,0.34801793,1.0,0.0
0.27623752,0.7237625,1.0,0.0
0.97367394,0.026326036,1.0,0.0
0.9953193,0.004680707,1.0,0.0
0.9837695,0.016230525,1.0,0.0
0.99721825,0.0027817425,1.0,0.0
0.98740256,0.012597439,1.0,0.0
0.9724974,0.027502649,1.0,0.0
0.97251624,0.027483763,1.0,0.0
0.9465154,0.05348467,1.0,0.0
0.9839616,0.01603847,1.0,0.0
0.9867784,0.0132215945,1.0,0.0
0.99848396,0.0015160865,1.0,0.0
0.14230537,0.85769457,1.0,0.0
0.5582942,0.44170585,1.0,0.0
0.11618365,0.8838163,1.0,0.0
0.23820548,0.76179445,1.0,0.0
0.19858618,0.80141383,1.0,0.0
0.050837114,0.9491629,1.0,0.0
0.09282645,0.9071735,1.0,0.0
0.25525945,0.7447405,1.0,0.0
0.06066905,0.939331,1.0,0.0
0.05318107,0.9468189,0.0,1.0
0.0717418,0.9282582,0.0,1.0
0.0840152,0.9159848,0.0,1.0
0.09883079,0.9011692,1.0,0.0
0.52919054,0.4708095,1.0,0.0
0.5399588,0.46004125,1.0,0.0
0.37402913,0.62597084,1.0,0.0
0.62591857,0.3740814,1.0,0.0
0.169336,0.830664,1.0,0.0
0.38167182,0.61832815,1.0,0.0
0.68591136,0.31408867,1.0,0.0
0.41108793,0.58891207,1.0,0.0
0.8463366,0.15366341,1.0,0.0
0.95626366,0.043736268,1.0,0.0
0.6523685,0.34763148,1.0,0.0
0.9859677,0.014032349,1.0,0.0
0.22960189,0.77039814,1.0,0.0
0.33484107,0.6651589,1.0,0.0
0.52665615,0.47334385,1.0,0.0
0.5048228,0.49517724,1.0,0.0
0.23649234,0.76350766,1.0,0.0
0.33254734,0.6674527,1.0,0.0
0.46117735,0.5388226,1.0,0.0
0.222096,0.77790403,1.0,0.0
0.32162583,0.6783742,1.0,0.0
0.49428755,0.5057125,1.0,0.0
0.34757546,0.6524246,1.0,0.0
0.568245,0.431755,1.0,0.0
0.31185222,0.6881478,1.0,0.0
0.44908887,0.5509111,1.0,0.0
0.55481106,0.44518894,1.0,0.0
0.88704896,0.112951025,1.0,0.0
0.8143292,0.18567078,1.0,0.0
0.40553465,0.5944654,1.0,0.0
0.43902364,0.5609763,1.0,0.0
0.76018846,0.23981158,1.0,0.0
0.4766489,0.5233511,1.0,0.0
0.4811651,0.5188349,1.0,0.0
0.34946942,0.6505306,1.0,0.0
0.41000193,0.58999807,1.0,0.0
0.6228224,0.3771776,1.0,0.0
0.5437089,0.45629105,1.0,0.0
0.40384555,0.5961544,1.0,0.0
0.41419134,0.5858087,1.0,0.0
0.47445568,0.5255443,1.0,0.0
